date,score,user_tags,user_rank,usage_duration,item_option,text_review,recommendation_score,발색력,지속력,발림성,수분감,skin_tone
2024.07.21,5점만점에 4점,"건성, 쿨톤, 블랙헤드",,재구매,[옵션] 01 빈티지애플,립 유목민이 제가 드디어 정착한 립입니다 없으면 불안해서 쟁여둘 정도예요.. 근데 다 좋은데 생각보다 입술이 빨리 ㄱ건조해지는 거 같아요 그래서 하루 중에 여러번 덧바르게 돼서 양이 더 빨리 줄어드는 느낌이랄까.. 그래도 저는 또 살 생각입니다..,0,아주 만족해요,예상보다 짧아요,아주 만족해요,보통이에요, 쿨톤
2024.06.22,5점만점에 4점,"민감성, 쿨톤, 각질, 모공",,,[옵션] [미니글로스 기획] 13 코숏진주코랄,"🫠솔직히 요플레 현상있어서 약간 실망했지만
색감이 생각보다 너무 예뻐서 별을 하나만 뺀 후기🫠
이 립제품을 사게 된 것도 알 수 없는 인스타 알고리즘에 의한
것이었는데요... 특히 밝은 피부, 라이트톤에 맞춰서 나온
립제품이라고 하길래 차마 외면할 수 없었습니다...
(평소 쪼금이라도 진한 색상 바르면 하나도 안어울림ㄹㅇ)

이 색상을 공동개발하신 유튜버분께서 하도 극찬을 하시길래
저는 올영에서 색감테스트만 하고 바로 구입했거든요
장점과 단점을 적나라하게 말씀드릴게요!

장점😊
1.색감이 너무 예쁘다. 완전 연한 코랄인데
시간이 지날수록 점점 조금씩 진해지는 느낌이지만
그래도 예쁜 느낌
2.향이 이상하지 않다. 그냥 뭔가 달큰한 향
(립글로즈에서는 끔찍한 사탕단내가 남ㅠ)
3.광이 너무 촤르르하다.

단점🫠
1.요플레현상이 극심하다.
허옇게 올라오는데 킹받음ㄹㅇ
2.글로스 틴트라 그런지 지속력이나 묻어남이 별로...^^

각자의 취향에 맞게 선택하면 좋을 것 같다!",9,아주 만족해요,보통이에요,보통이에요,아주 촉촉해요, 쿨톤
2024.06.06,5점만점에 4점,"건성, 겨울쿨톤, 모공, 트러블",,,[옵션] [미니글로스 기획] 15 그루밍피치오팔,"제 최애 글로시 틴트라서 새컬러 사봤어요
흰기가 섞인 누디한 피치 컬러라 역시 겨쿨브한테는 동동 뜨는 느씸이 있네요 알고 샀지만!
단독으로는 못 쓸 것 같고 딥한 브라운 립이랑 믹스해서 쓰려고 합니당 ㅎㅎ
착색도 컬러 그대로 되는 편이고 지속력도 좋습니다~~
갈웜 분들한테 추천해요!",3,보통이에요,지속이 오래돼요,아주 만족해요,아주 촉촉해요, 겨울쿨톤
2024.06.03,5점만점에 4점,"건성, 다크서클, 블랙헤드",,한달이상사용,[옵션] 03 블러쉬드피치,촉촉하고 색도 봄웜들한테 딱 어울릴거같은 색 코랄인데 핑크가 더 많이 함류되어잇는 핑크코랄색 인거같아요 색 발림성 너무 이쁜데 제 입술색 때문에 자꾸 요플레현상이 생겨서ㅠㅠㅠㅠㅠ 속상…. 입술케어 다시 열심히 하고 다시 발라보려고해여..,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요,
2024.06.02,5점만점에 4점,"민감성, 여름쿨톤, 각질, 모공",,한달이상사용,[옵션] 10 베이비베리,"쫀쫀한 제형! 이 립만 바르면 많이 물어본 틴트 중 하나입니다
21호 여쿨! 엄청 밝지 않는 맑은 체리핑크 입니다
여쿨이면 다 이뻐요 모든 컬러 중 이 색상이 가장 이뻤어요!
아쉽다면 지속력이죠 바를때만 이쁘고 1시간도 안되서
거울보면 요플레/탁해져서 아예 다른 색상/덧바르면 더
탁해지는 제형이라 지우고 다시 바릅니다
거울 필수입니다!!!,!!",0,아주 만족해요,예상보다 짧아요,보통이에요,보통이에요, 여름쿨톤
2024.05.28,5점만점에 4점,"복합성, 웜톤, 모공, 블랙헤드",,,[옵션] [미니글로스 기획] 13 코숏진주코랄,"자연스러운데 다른 의미로 자연스러워요ㅋㅋ
생각보다 많이 연한 색이라서 입술색이 좀 있는 편이거나 22~23호 이상은 티가 잘 안나요
바르면서 ""습, 나 발랐는데..🤔""라는 생각이 좀 났어요
피부 밝은 분들이 여리여리하게 쓰기 좋을거 같은색👍",0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요, 웜톤
2024.04.28,5점만점에 4점,"복합성, 웜톤, 모공, 잡티",,한달이상사용,[옵션] 11 멜로우피그,"광택도 적당하고, 틴트답게 발색이 확실히 이쁘네요😆😆
피부색에 맞는거 테스트해보고 구매한거라
색감도 이쁘고~ 발림성도 좋아요👍👍
착색은 거의 안돼서 밥먹고 커피마시고 하면
한번씩 덧발라줘야하지만
만족도 높게쓰고있어요!!",0,보통이에요,보통이에요,보통이에요,보통이에요, 웜톤
2024.02.13,5점만점에 4점,"복합성, 웜톤, 다크서클, 모공",,한달이상사용,[옵션] 01 빈티지애플,"촉촉한 립치고 착색이 있어서 글로시 립중에서는 그래도 입술에 잘 버티고 있는 편이에요 다만 요플레 현상이 있어서 사람마다 다르겠지만 ,,, 그래서 손이 잘 안가는 제품이기도 합니다 또한 색상 자체가 맑게 표현된다기보단 탁하게 표현 되는 느낌을 받기도 했어요 ^^,,, 끈적거리고 무겁게 올라오는 타입이 싫으시다면 비추천합니다",2,아주 만족해요,예상보다 짧아요,보통이에요,보통이에요, 웜톤
2024.01.30,5점만점에 4점,"건성, 봄웜톤, 각질",,,[옵션] 03 블러쉬드피치,"미지근한 핑크 느낌을 기대하고 샀는데 저한테는 많이 쿨하게 올라오는 핑크립이에요! 하지만 색 자체는 투명하니 예쁩니다🥹 그래서 웜한 컬러의 베이스를 깔아주고 포인트 컬러로 자주 사용하는 편입니다.
글램틴트 광택이 너무 예뻐서 손이 자주 가요🥰",0,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요, 봄웜톤
2024.01.09,5점만점에 4점,,,한달이상사용,[옵션] 03 블러쉬드피치,"색상: 여름뮤트가 사용하기엔 밝고 발랄한 느낌? 저한테는 약간 둥둥 뜨더라고요. 화사한데 고급스러운 핑크
여름쿨톤들한티는 천상의 색상일듯 합니다

지속력/발림성:오일리함은 느껴지지만 쫀쫀함이 더 강한?
근데 또 부드러워.. 여름 뮤트 색상으로 재구매 하고 싶은 재형이였어요.. 지속력은 2시간
착색은 조금 있는편입니다!",2,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요,
2023.12.23,5점만점에 4점,"복합성, 가을웜톤, 각질, 다크서클",,,[옵션] 01 빈티지애플,"매트립만 쭉 쓰다가 겨울 되니 입술 너무 건조해서 촉촉립이 끌리더라구요. 매장에서 테스트 해보고 예뻐서 샀어요.
발림성은 아주 좋아요. 촉촉해서 한번 슥 발라도 발색 잘되고 촉촉함이 오래 가는 편이에요. 그라데이션 해도 예쁘고 풀립으로 발라도 부담스럽지 않게 예쁩니다.
다만 촉촉한 타입이라 다소의 끈적임도 있어요~!!
음식 먹으면 많이 지워지는 편이라 수정 필요해요.
끈적임은 아쉽지만 각질 부각 없도 발색 예뻐서 다른 색도 하나 더 살까해요.",0,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요, 가을웜톤
2023.11.23,5점만점에 4점,"복합성, 겨울쿨톤, 다크서클, 모공",,,[옵션] 05 프레쉬체리,"플레쉬체리가 겨쿨에 좋은 색상이라고 해서 구매했어요!
글램틴트는 글로시한 틴트이다보니까 그런 점을 감안하면 지속력이 있는 편이지만, 말을 많이 하시거나 음식 먹고나서는 잘 없어지는 편이에요.
손목 발색할때는 발색이 잘 되었긴 했는데 입술에 얹으면 손목 발색만큼은 잘 안되었던것같아요ㅠ
그래더 글로우한 거 좋아하시는 분들은 좋아하실것같아요!",2,보통이에요,예상보다 짧아요,보통이에요,아주 촉촉해요, 겨울쿨톤
2023.10.22,5점만점에 4점,"건성, 봄웜톤, 다크서클, 미백",,,[옵션] 08 젠틀시나몬,"모르고 샀는데 통대창광이라고 이미 유명하더라고요...ㅎㅎ
넘 정확한 것 같아요 광이 번들거립니당...!
8호 컬러는 가을웜 분들께 찰떡일 것 같아요.
저는 봄웜이라 그런지 베스트는 아닌 것 같고 약간 가을 느낌 굳이 내고 싶을 때... 가을병 도졌을 때 바르기 좋은 컬러 같습니다.
제 얼굴엔 약간 딥했어욤",1,아주 만족해요,지속이 오래돼요,보통이에요,아주 촉촉해요, 봄웜톤
2023.10.03,5점만점에 4점,"중성, 쿨톤, 모공, 잡티",,,[옵션] 12 파이어리로즈,"가을이 돼서 그런가 갑자기 촉촉립이 끌리는데 때마침 신상 컬러가 나왔다구해서 구매했어요!
여쿨이지만 10호는 집에 비슷한 색이 너무 많기도 하고 장미느낌 좋아해서 구매했는데 생각보단 좀 더 레드느낌이기는 합니당
메이크업 후 발라보고 다시 후기남길게용",2,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요, 쿨톤
2023.08.22,5점만점에 4점,"지성, 쿨톤, 모공, 블랙헤드",,한달이상사용,[옵션] 05 프레쉬체리,"✔️발색
손등에 발색했을 때보다 입술에 발랐을 때 색상이 더 진해요
그래서 안에 포인트 립으로 사용하면 좋아요

✔️지속력
글로시한 립 중에서 지속력과 착색력이 좋은 것 같아

✔️꿀조합
페리페라 핑크따상 + 05 프레쉬체리
맥 어 리틀 템드 + 05 프레쉬체리",4,보통이에요,지속이 오래돼요,아주 만족해요,아주 촉촉해요, 쿨톤
2023.08.11,5점만점에 4점,"복합성, 여름쿨톤, 모공, 홍조",528.0,,[옵션] 03 블러쉬드피치,"막 역대급이란 말에 걍 믿고 구매했는데 전 실망..😖
이 꿀광이 오래가지도않고
무엇보다 입술 위에 올렸을때 이쁘지가 않았어요
손등테스트하면 세상 이쁜데..
이게 투명한 발색?으로 입술에 올라가서
색감이 잘 보이지도않고
걍 맨입술에 광나는 제형만 올라가는 느낌이었어요
아쉽습니다 매니매니..",3,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요, 여름쿨톤
2023.08.02,5점만점에 4점,"지성, 여름쿨톤, 각질, 다크서클",,한달이상사용,[옵션] 02 썸머애프리콧,"색상은 조금 진한 살구색..? 제가 봄웜라인데 살짝 진하다고 느껴지긴 했어요
이거는 바르고 난 뒤 몇 초뒤에 꿀광이 올라와요
살짝..기름진 광 느낌이 나서 부담스러우실 순 있어요

지속력은 밥 먹으면 다 사라져요

입술이 쪼그라들정도로의 수분이 없는 제품은 아니라서 비교적 입술이 편안합니다",0,아주 만족해요,보통이에요,아주 만족해요,보통이에요, 여름쿨톤
2023.07.17,5점만점에 4점,"지성, 웜톤, 각질, 민감성",,한달이상사용,[옵션] 08 젠틀시나몬,"✔클리오 색조맛집! 요즘 글로시한 틴트가 신상제품이 정말 쏟아져 나오더라구요. 그리고 모델분들 립 발색샷보면 안살 수 없을정도로 너무 영롱하고 이뻐서 구매욕 뿜뿜입니다ㅠㅠ
우연히 둘러보다 구매한 클리오 글램틴트 젠틀시나몬!


🔹사용후기
발색은 웜톤인 저에게 잘 맞는 브릭레드? 느낌입니다. 글로우한 느낌이라 좀 더 세련되고 고급짐이 추가되어 예뻐요 색상자체는 마음에들어요! 그리고, 발림성은 물광이아닌 꿀광 조금 진득한제형입니다! 광나는 틴트의 단점은 지속력인데요, 요제품도 동일하게 지속력이 그닥 길지않아요 이 부분은 어쩔수없는듯 . 무튼 색상하나는 잘뽑아낸 광나는 틴트입니ㄷㅏ~",1,아주 만족해요,보통이에요,보통이에요,보통이에요, 웜톤
2023.07.06,5점만점에 4점,"건성, 봄웜톤, 민감성, 홍조",823.0,한달이상사용,[옵션] 05 프레쉬체리,"막 엄청 물광이 뿜뿜하는 스타일이 아니고 살짝 번쩍이는 광택이 잘올라오는 스탈이에요 색감도 엄청 잘 올라오는 편이고 좀 두껍게 발색되는 편입니다

색감이 강해서 요 체리컬러도 되게 진하게 나와용 그래서 아무리 촉촉한 스탈이여도 이런 컬러 안어울리시는 분들껜 비추합니다~! 전 뭔가 다 애매한 틴트인것 같아서 은근 손이 잘 안갓어요ㅠ",2,아주 만족해요,보통이에요,보통이에요,보통이에요, 봄웜톤
2023.07.05,5점만점에 4점,"복합성, 가을웜톤, 각질, 모공",,한달이상사용,[옵션] 05 프레쉬체리,"발색, 광택, 촉촉함 하나는 최고★
허나 살짝 두께감이 느껴져요.

발색 쩅쩅하고 발라놓으면
유리알처럼 광택이 챠르르 올라옵니다.
그리고 굉장히 촉촉해요.
촉촉을 넘어서서 쫀득? 해요.

다만 그만큼 두께감이 느껴져요.

여름에 사용하기에
제 기준에선 살짝 답답할 것 같아요★",0,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요, 가을웜톤
2023.06.13,5점만점에 4점,"복합성, 봄웜톤, 다크서클, 모공",,,[옵션] 01 빈티지애플,촉촉하고 뭘 먹거나 하지않으면 유지도 괜찮은 편입니다. 근데 저는 봄웜라라 약간 맑은 레드를 생각하고 샀는데 제 입술이 약간 쿨톤이라그런지 체리빛 레드로 올라와서 제품에는 만족했지만 색상에서 실망 ㅠㅠㅠ 그래도 제품은 좋은 제품 맞으니 추천!,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요, 봄웜톤
2023.06.08,5점만점에 4점,"건성, 가을웜톤, 각질, 민감성",,,[옵션] 01 빈티지애플,"공식 출시전부터 매장에 미리 디피되어있어서 먼저 테스트해본 메이트 올영세일때만 기다리다 샀습니당 ㅎㅎㅎ
색은 웜한 로지레드색..? 빈티지 레드 라는 컬러명이 딱 잘 어울립니다!
평소 생얼이나 화장후에도 휘뚤마뚤 잘 쓰는 컬러는 롬앤의 쥬쥬브 였는데 비슷한 컬러감인데 좀더 레드기가 올라오는것 같아요! 비슷한 계열의 컬러라 잘 쓸거같아서 구매해여!

다른 글로시립과 차별화 되는점은 색이 밑에 깔리고 글로스 바른것처럼 막이 싹 씌이는 느낌…? 페리페라 잉크 글로이나 롬앤 쥬시래스팅 같은 류들은 제형 자체가 탱글탱글하게 쫀쫀한느낌 이라면 클리오 이번 신상립은 진짜 유리막이 싸악 씌어있는 끈적이지 않은 립글로스를 덧바른 느낌이에요!! 넘 예쁩니당

최대단점은 입술 안쪽으로 많이 바르면 요플레현상 생기고 그로인해 지속력은 좀 떨어지는것 같아요 ㅠㅠㅠ 하지만 이 광택감과 컬러가 너무 예쁘기에 지우고 자주 덧발라주시길 추천드려요!",0,아주 만족해요,예상보다 짧아요,아주 만족해요,아주 촉촉해요, 가을웜톤
2023.06.05,5점만점에 4점,"복합성, 가을웜톤, 모공, 미백",,,[옵션] 07 모던코랄베이지,갈뮽 + 채도 있는 입술 인지라 발색이 선명하진 않아요. 제형을 가득 얹어야 아 대충 이정도 색감이군 정도..? 진짜 말그대로 누드한 컬러감이에요. 입술에 색이 없거나 봄웜쯤 되시면 컬러감 잘 보일 것 같아요. 그래도 찐득하지도 않고 이에 묻지도 않아서 손은 자주 갈 것 같아요.,0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요, 가을웜톤
2025.01.30,5점만점에 4점,"복합성, 겨울쿨톤, 트러블, 홍조",,,[옵션] 16 럭셔리모브루비,쫀쫀하게 입술에 올라가고 착색도 어느정도되고 시간지나면 찐한핑크끼가올라와용,0,아주 만족해요,보통이에요,아주 만족해요,보통이에요, 겨울쿨톤
2023.10.01,5점만점에 4점,"복합성, 여름쿨톤, 다크서클, 모공",,,[옵션] 04 페일플럼,"다른 틴트와 달리 정확히 수분막이 쓰워져요
착색도 컬러대로 잘 되어서 제품은 좋은데
상세페이지랑, 테스터랑 색감이 다 달라서 후기 발색 보시길 추천해요

무조건 여쿨뮤트나 겨쿨 추천해요 색 자체는 진짜 예쁜데 여쿨라는 안어울려요",11,아주 만족해요,보통이에요,보통이에요,보통이에요, 여름쿨톤
2025.03.22,5점만점에 4점,,,한달이상사용,[옵션] [NEW 립펜슬6호기획] 19 베이비애플,색은 ㅣ 진짜 예쁨 근데 진짜 너무 딥해짐 그래서 안씀.. 첫 발색 그대로면 쓸 듯,0,아주 만족해요,보통이에요,보통이에요,보통이에요,
2025.03.22,5점만점에 4점,,,한달이상사용,[옵션] [NEW 립펜슬3호기획] 20 바닐라애플,색은 진짜 예쁜데 시간 지날수록 엄청나게 어두워 집니다 그렇게 예쁘진 않아요,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.22,5점만점에 4점,,,,[옵션] 01 빈티지애플,오 쉣 톤그로… 생각보다 진하게 발색돼요 매장 가서 테스트 하고 샀어야 했는데…,0,보통이에요,예상보다 짧아요,보통이에요,보통이에요,
2025.03.22,5점만점에 4점,,,한달이상사용,[옵션] [NEW 립펜슬6호기획] 19 베이비애플,베이비애플이 가장 예쁜거같아옹 맘에 듦ㅎㅎㅎ 다들 사세유,0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.22,5점만점에 4점,,,한달이상사용,[옵션] [NEW 립펜슬6호기획] 19 베이비애플,촉촉한데 요거트 현상이 심해요 항상 입 옆에 하얗게 떠요 촉촉하긴 합니다,0,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.21,5점만점에 4점,,,,[옵션] 18 프레쉬애플,처음 바를때 탁한대..했는데 바르면 바를수록 맑게 올라와요 많이 튀지 않고 봄에 바르기 좋아요,0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.21,5점만점에 4점,,,,[옵션] 08 젠틀시나몬,"분위기 내고싶을때 바르면 이쁜거같아여~
봄브여서 데일리로 바르기엔 어둡습니당 ㅠ",0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.21,5점만점에 4점,,,,[옵션] [해리포터 기획] 24 개구리초콜릿,전 키링 때문에 구매하긴 했는데 제품력도 나쁘지 않고 색도 괜찮았어요,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.19,5점만점에 4점,,,,[옵션] 16 럭셔리모브루비,촉촉하고 잘발리고 쿨톤인데 색도 이쁜거 같아요!! 발림성도 좋아요 근데 지속력이 별로 안가서 꾸준히 발라줘야해요ㅠㅠ,0,보통이에요,예상보다 짧아요,아주 만족해요,아주 촉촉해요,
2025.03.19,5점만점에 4점,,,,[옵션] [NEW 립펜슬2호기획] 17 클래식애플,애플시리즈 다 예쁘더라구요 17호는 쨍하고 화사하게 올려주기좋아요,0,보통이에요,지속이 오래돼요,아주 만족해요,아주 촉촉해요,
2025.03.19,5점만점에 4점,,,,[옵션] 04 페일플럼,"생각보다 어둡지만 자연스럽게 보여서 괜찮아요.
요즘 입술이 많이 터서 촉촉한게 좋더라고요.
1개만 발라도 좋고 립스틱 위에 발라도 예쁜 색입니다",0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.19,5점만점에 4점,,,,[옵션] [NEW 립펜슬2호기획] 17 클래식애플,핑크빛이 많이 도는 제품이에요. 지속력은 좋아서 만족합니다!,0,보통이에요,지속이 오래돼요,아주 만족해요,아주 촉촉해요,
2025.03.19,5점만점에 4점,,,,[옵션] 03 블러쉬드피치,입술 건조해지지 않아서 너무 좋은데 입술 발색이랑 손발색이랑 조금 달라서 손이 잘 안감 입술에 올리니까 더 겨쿨느낌..?이었움,0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.19,5점만점에 4점,,,,[옵션] 15 그루밍피치오팔,"색상 예쁘고 촉촉해료
늘 재구매해서 쟁여놓는 제품이에요 좋은거 같아요
다쓰면 또 구매할거에요",0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.19,5점만점에 4점,,,한달이상사용,[옵션] 05 프레쉬체리,첨엔 엄청 광돌면서 촉촉하고 발색도 되게 맑은느낌?? 넘 이뻣는데 쓰다보니까 색이 좀 진해지고탁해진 느낌이고 찐득해졋어요 제형이ㅜㅠㅠ,0,아주 만족해요,보통이에요,보통이에요,보통이에요,
2025.03.18,5점만점에 4점,,,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,"해리포터 기획전 너무 이뻐오.. 🥹
봄웜~여쿨 분들이 쓰기 제일 이쁘다고 생각이 드는 호수에요!!",0,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.18,5점만점에 4점,,,,[옵션] [해리포터 기획] 21 설탕깃펜레드,해리포터 기획이라해서 기대했는데 뭔가 애매함... 굿즈들도 애매하고 발샥도 걍 평범한듯,1,아주 만족해요,지속이 오래돼요,보통이에요,보통이에요,
2025.03.17,5점만점에 4점,,,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,레전드로 예쁜 색이에용 계속 품절이여서 구하기 어려웠는데,0,아주 만족해요,보통이에요,아주 만족해요,보통이에요,
2025.03.17,5점만점에 4점,,,,[옵션] [NEW 립펜슬5호기획] 18 프레쉬애플,기획이라 너무좋고 엠엘비비면서 더 생긋한 느낌인거 같아여,0,아주 만족해요,보통이에요,보통이에요,보통이에요,
2025.03.17,5점만점에 4점,,,한달이상사용,[옵션] [NEW 립펜슬3호기획] 20 바닐라애플,완전 자연스럽고 차분한 베이지 레드 입니다. 많이 쌓아도 색이 그렇게 쨍하지 않아서 좋아요,0,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.17,5점만점에 4점,,,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,"여쿨분들이 쓰기 좋은것 같아요
근데 해리포터 콜라보치고 너무 못생,,겼지만
그래도 색이 예뻐서 구매했어요",0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.17,5점만점에 4점,,,한달이상사용,[옵션] 14 하트핑크다이아,생각보다 어두워서 난감... 그치만 그냥 휘뚜루마뚜루 데일리립으로 씁니다. 생얼에 톡톡 바르니까 확실히 사람이 생기 있어보이는... 흰끼 있는 고명도 핑크 틴트 베이스로 깔고 포인트 주면 짱예쁨~,0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.17,5점만점에 4점,,,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,"지속력도 오래 가고 색깔도 너무 이뻐요
세일할때 사 두기 좋아요",0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.17,5점만점에 4점,,,,[옵션] [해리포터 기획] 21 설탕깃펜레드,"상품의 지속력도 오래 기고 색깔도 이뻐요
할인할때 색깔별로 사두었어요",0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.17,5점만점에 4점,,,,[옵션] [해리포터 기획] 22 호박주스코랄,"색상도 너무 이뻐서 세일할때 색깔별로 사 두고 쓰기 좋아요
발림성도 좋아요",0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.17,5점만점에 4점,,,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,색이 엄청엄청 연해여.. 해리포터 목적으로 산 거라 묵혀두는 즁,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.17,5점만점에 4점,,,,[옵션] [NEW 립펜슬5호기획] 18 프레쉬애플,웜 느낌 나서 못 쓰구 잇어요ㅠㅜㅜ 맂펜슬은 너무너무 핑크형광이에요,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.17,5점만점에 4점,,,,[옵션] [해리포터 기획] 22 호박주스코랄,포장좀 신경써서 보내즈시지ㅠㅜ 저번에 주문할때도 깨져서 오더니 또깨져서옴,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.17,5점만점에 4점,,,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,아ㅠㅜㅜ깨져서옴 환불은 귀찮고 교환도 다시포장하기귀칞고ㅠㅜ,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.17,5점만점에 4점,,,,[옵션] 14 하트핑크다이아,"너무 좋습니다.
하지만 입술에서 살짝 걷도는 느낌이 있어요.",0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.16,5점만점에 4점,,,,[옵션] [해리포터 기획] 24 개구리초콜릿,적당히 괜찮아요 생각보다 핑크끼가 좀 도는듯 착색이랑 지속은 보통 정도라고 보시면 될거 같아요,0,아주 만족해요,보통이에요,아주 만족해요,보통이에요,
2025.03.16,5점만점에 4점,,,,[옵션] [NEW 립펜슬3호기획] 20 바닐라애플,"색 오묘해요
근데 바를땐 너무 예쁜데 광감과 촉촉함이 오래가지는않아요",0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.16,5점만점에 4점,,,,[옵션] 03 블러쉬드피치,색이 이뿐거 같은데 약간 물 틴트처럼 바르면 바로 흡수 해서 잘,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.16,5점만점에 4점,,,,[옵션] 16 럭셔리모브루비,글로우 틴트고 광택도 좋아요 여쿨한테 잘 어울리는 색이에여,0,보통이에요,지속이 오래돼요,아주 만족해요,보통이에요,
2025.03.16,5점만점에 4점,,,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,원래 글로우 틴트 잘안쓰는데 해리포터 콜라보라서 썼어요ㅎㅎ 바르고 휴지로한번 찍어내고 다른립 레이어드합니당,0,보통이에요,보통이에요,보통이에요,아주 촉촉해요,
2025.03.16,5점만점에 4점,,,,[옵션] [해리포터 기획] 22 호박주스코랄,콜라보제품이라 사서 색은 저랑 안맞지만.. 어느정도 착색이있어서 베이스로 깔고 휴지로 닦아내고 다른립바르면 지속력 짱입니닷,0,보통이에요,보통이에요,보통이에요,아주 촉촉해요,
2025.03.16,5점만점에 4점,,,,[옵션] 03 블러쉬드피치,"선물로 줬는데 촉촉하니 좋다고 합니다~
지속력이 좀 약한 것 같다고해요",0,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.16,5점만점에 4점,,,한달이상사용,[옵션] [NEW 립펜슬3호기획] 20 바닐라애플,생각했던 색상이 아니라서 약간 아쉬웠지만 그래도 맘에 들어요!,0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요,
2025.03.16,5점만점에 4점,,,,[옵션] [NEW 립펜슬3호기획] 20 바닐라애플,이제품 광택감이 ㄹㅇ개이쁨요 근데 색상이 상세페이지랑 다소 달라요..ㅠㅠ 그래도 담엔 다른 색으로 사볼게요!!,0,다소 아쉬워요,예상보다 짧아요,아주 만족해요,아주 촉촉해요,
2025.03.15,5점만점에 4점,,,,[옵션] [해리포터 기획] 23 버티보트의솜사탕,아직 써보질 않아서 자세한 후기는 한달 뒤에 남기도록 할게요,0,보통이에요,보통이에요,보통이에요,아주 촉촉해요,
2025.03.15,5점만점에 4점,,,,[옵션] [NEW 립펜슬6호기획] 19 베이비애플,색상 너무 이쁘고 광도 너무 이쁘고 착색도 잘되서 요즘 잘쓰고 있어요,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.15,5점만점에 4점,,,,[옵션] 01 빈티지애플,"레드립 사고 싶어서 구매했어요
겨쿨인데 잘 어울리고 광택도 예뻐요",0,아주 만족해요,보통이에요,보통이에요,아주 촉촉해요,
2025.03.14,5점만점에 4점,,,,[옵션] [해리포터 기획] 21 설탕깃펜레드,"굿굿 컬러랑 제품은 완전맘이듦 근데 해리포터 이용해서 더 예쁘게만들수있었을거같은 아쉬움이 ,,",0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요,
2025.03.14,5점만점에 4점,,,,[옵션] [해리포터 기획] 24 개구리초콜릿,오프라인 매장에서 발색해보고 마음에 들어서 샀어요 초코빛이 예뻐요,0,아주 만족해요,지속이 오래돼요,아주 만족해요,보통이에요,
2025.03.14,5점만점에 4점,,,,[옵션] [NEW 립펜슬3호기획] 20 바닐라애플,오프라인 매장에서 발색해보고 예뻐서 샀어여 립펜슬도 같이 줘서 좋아요,0,아주 만족해요,지속이 오래돼요,아주 만족해요,보통이에요,
2025.03.14,5점만점에 4점,,,한달이상사용,[옵션] 16 럭셔리모브루비,이 틴트만 3개 있는 사람으로써 광택이 맘에 듭니다. 색깔도 이뻐요.,0,아주 만족해요,보통이에요,보통이에요,아주 촉촉해요,
